array_index,path,class,subject_id,source,filename,split,class_id
673,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4686.jpg,Alif,273,augmented,s0273-02alif-Generated-4686.jpg,train,2
674,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4687.jpg,Alif,273,augmented,s0273-02alif-Generated-4687.jpg,train,2
675,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4688.jpg,Alif,273,augmented,s0273-02alif-Generated-4688.jpg,train,2
676,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4689.jpg,Alif,273,augmented,s0273-02alif-Generated-4689.jpg,train,2
677,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4690.jpg,Alif,273,augmented,s0273-02alif-Generated-4690.jpg,train,2
678,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4691.jpg,Alif,273,augmented,s0273-02alif-Generated-4691.jpg,train,2
679,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4692.jpg,Alif,273,augmented,s0273-02alif-Generated-4692.jpg,train,2
680,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4694.jpg,Alif,273,augmented,s0273-02alif-Generated-4694.jpg,train,2
681,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4696.jpg,Alif,273,augmented,s0273-02alif-Generated-4696.jpg,train,2
682,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4697.jpg,Alif,273,augmented,s0273-02alif-Generated-4697.jpg,train,2
683,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4699.jpg,Alif,273,augmented,s0273-02alif-Generated-4699.jpg,train,2
684,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4700.jpg,Alif,273,augmented,s0273-02alif-Generated-4700.jpg,train,2
685,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4701.jpg,Alif,273,augmented,s0273-02alif-Generated-4701.jpg,train,2
686,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4702.jpg,Alif,273,augmented,s0273-02alif-Generated-4702.jpg,train,2
687,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4703.jpg,Alif,273,augmented,s0273-02alif-Generated-4703.jpg,train,2
688,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0273-02alif-Generated-4704.jpg,Alif,273,augmented,s0273-02alif-Generated-4704.jpg,train,2
689,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5545.jpg,Alif,274,augmented,s0274-02alif-Generated-5545.jpg,train,2
690,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5546.jpg,Alif,274,augmented,s0274-02alif-Generated-5546.jpg,train,2
691,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5547.jpg,Alif,274,augmented,s0274-02alif-Generated-5547.jpg,train,2
692,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5548.jpg,Alif,274,augmented,s0274-02alif-Generated-5548.jpg,train,2
693,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5549.jpg,Alif,274,augmented,s0274-02alif-Generated-5549.jpg,train,2
694,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5550.jpg,Alif,274,augmented,s0274-02alif-Generated-5550.jpg,train,2
695,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5551.jpg,Alif,274,augmented,s0274-02alif-Generated-5551.jpg,train,2
696,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5552.jpg,Alif,274,augmented,s0274-02alif-Generated-5552.jpg,train,2
697,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5553.jpg,Alif,274,augmented,s0274-02alif-Generated-5553.jpg,train,2
698,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5554.jpg,Alif,274,augmented,s0274-02alif-Generated-5554.jpg,train,2
699,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5555.jpg,Alif,274,augmented,s0274-02alif-Generated-5555.jpg,train,2
700,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5556.jpg,Alif,274,augmented,s0274-02alif-Generated-5556.jpg,train,2
701,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5557.jpg,Alif,274,augmented,s0274-02alif-Generated-5557.jpg,train,2
702,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5558.jpg,Alif,274,augmented,s0274-02alif-Generated-5558.jpg,train,2
703,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5559.jpg,Alif,274,augmented,s0274-02alif-Generated-5559.jpg,train,2
704,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5560.jpg,Alif,274,augmented,s0274-02alif-Generated-5560.jpg,train,2
705,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5561.jpg,Alif,274,augmented,s0274-02alif-Generated-5561.jpg,train,2
706,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5562.jpg,Alif,274,augmented,s0274-02alif-Generated-5562.jpg,train,2
707,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5563.jpg,Alif,274,augmented,s0274-02alif-Generated-5563.jpg,train,2
708,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5564.jpg,Alif,274,augmented,s0274-02alif-Generated-5564.jpg,train,2
709,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5565.jpg,Alif,274,augmented,s0274-02alif-Generated-5565.jpg,train,2
710,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5566.jpg,Alif,274,augmented,s0274-02alif-Generated-5566.jpg,train,2
711,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5567.jpg,Alif,274,augmented,s0274-02alif-Generated-5567.jpg,train,2
712,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0274-02alif-Generated-5568.jpg,Alif,274,augmented,s0274-02alif-Generated-5568.jpg,train,2
713,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1009.jpg,Alif,276,augmented,s0276-02alif-Generated-1009.jpg,train,2
714,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1010.jpg,Alif,276,augmented,s0276-02alif-Generated-1010.jpg,train,2
715,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1012.jpg,Alif,276,augmented,s0276-02alif-Generated-1012.jpg,train,2
716,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1013.jpg,Alif,276,augmented,s0276-02alif-Generated-1013.jpg,train,2
717,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1015.jpg,Alif,276,augmented,s0276-02alif-Generated-1015.jpg,train,2
718,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1016.jpg,Alif,276,augmented,s0276-02alif-Generated-1016.jpg,train,2
719,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1017.jpg,Alif,276,augmented,s0276-02alif-Generated-1017.jpg,train,2
720,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1018.jpg,Alif,276,augmented,s0276-02alif-Generated-1018.jpg,train,2
721,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1019.jpg,Alif,276,augmented,s0276-02alif-Generated-1019.jpg,train,2
722,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1020.jpg,Alif,276,augmented,s0276-02alif-Generated-1020.jpg,train,2
723,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1021.jpg,Alif,276,augmented,s0276-02alif-Generated-1021.jpg,train,2
724,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1022.jpg,Alif,276,augmented,s0276-02alif-Generated-1022.jpg,train,2
725,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1024.jpg,Alif,276,augmented,s0276-02alif-Generated-1024.jpg,train,2
726,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1025.jpg,Alif,276,augmented,s0276-02alif-Generated-1025.jpg,train,2
727,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1026.jpg,Alif,276,augmented,s0276-02alif-Generated-1026.jpg,train,2
728,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1027.jpg,Alif,276,augmented,s0276-02alif-Generated-1027.jpg,train,2
729,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1028.jpg,Alif,276,augmented,s0276-02alif-Generated-1028.jpg,train,2
730,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1029.jpg,Alif,276,augmented,s0276-02alif-Generated-1029.jpg,train,2
731,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1030.jpg,Alif,276,augmented,s0276-02alif-Generated-1030.jpg,train,2
732,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1031.jpg,Alif,276,augmented,s0276-02alif-Generated-1031.jpg,train,2
733,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0276-02alif-Generated-1032.jpg,Alif,276,augmented,s0276-02alif-Generated-1032.jpg,train,2
734,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0280-02alif-Generated-1036.jpg,Alif,280,augmented,s0280-02alif-Generated-1036.jpg,train,2
735,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Augmented\s0281-02alif-Generated-1036.jpg,Alif,281,augmented,s0281-02alif-Generated-1036.jpg,train,2
736,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0254-02alif.jpg,Alif,254,original,s0254-02alif.jpg,train,2
737,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0257-02alif.jpg,Alif,257,original,s0257-02alif.jpg,train,2
738,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0264-02alif.jpg,Alif,264,original,s0264-02alif.jpg,train,2
739,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0267-02alif.jpg,Alif,267,original,s0267-02alif.jpg,train,2
740,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0268-02alif.jpg,Alif,268,original,s0268-02alif.jpg,train,2
741,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0273-02alif.jpg,Alif,273,original,s0273-02alif.jpg,train,2
742,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0274-02alif.jpg,Alif,274,original,s0274-02alif.jpg,train,2
743,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0276-02alif.jpg,Alif,276,original,s0276-02alif.jpg,train,2
744,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0277-02alif.jpg,Alif,277,original,s0277-02alif.jpg,train,2
745,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0278-02alif.jpg,Alif,278,original,s0278-02alif.jpg,train,2
746,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0279-02alif.jpg,Alif,279,original,s0279-02alif.jpg,train,2
747,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0282-02alif.jpg,Alif,282,original,s0282-02alif.jpg,train,2
748,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0283-02alif.jpg,Alif,283,original,s0283-02alif.jpg,train,2
749,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0284-02alif.jpg,Alif,284,original,s0284-02alif.jpg,train,2
750,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0287-02alif.jpg,Alif,287,original,s0287-02alif.jpg,train,2
751,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0288-02alif.jpg,Alif,288,original,s0288-02alif.jpg,train,2
752,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0292-02alif.JPG,Alif,292,original,s0292-02alif.JPG,train,2
753,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0293-02alif.JPG,Alif,293,original,s0293-02alif.JPG,train,2
754,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0295-02alif.JPG,Alif,295,original,s0295-02alif.JPG,train,2
755,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0296-02alif.JPG,Alif,296,original,s0296-02alif.JPG,train,2
756,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0298-02alif.JPG,Alif,298,original,s0298-02alif.JPG,train,2
757,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0299-02alif.JPG,Alif,299,original,s0299-02alif.JPG,train,2
758,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0301-02alif.JPG,Alif,301,original,s0301-02alif.JPG,train,2
759,C:\Users\atiqu\Downloads\Compressed\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language_3\UAlpha40 A Comprehensive Dataset of Urdu alphabets for Pakistan Sign Language\Alif-Original\s0302-02alif.JPG,Alif,302,original,s0302-02alif.JPG,train,2
